t,o,h,l,c,v
2025-11-26 12:40:00+00:00,57.81,57.87,57.81,57.86,114
2025-11-26 12:41:00+00:00,57.86,57.86,57.81,57.82,107
2025-11-26 12:42:00+00:00,57.82,57.84,57.82,57.83,53
2025-11-26 12:43:00+00:00,57.83,57.83,57.73,57.74,218
2025-11-26 12:44:00+00:00,57.74,57.76,57.73,57.76,86
2025-11-26 12:45:00+00:00,57.74,57.76,57.73,57.75,74
2025-11-26 12:46:00+00:00,57.74,57.76,57.72,57.75,182
2025-11-26 12:47:00+00:00,57.75,57.78,57.75,57.78,61
2025-11-26 12:48:00+00:00,57.78,57.8,57.78,57.79,78
2025-11-26 12:49:00+00:00,57.78,57.79,57.77,57.79,51
2025-11-26 12:50:00+00:00,57.79,57.8,57.78,57.79,90
2025-11-26 12:51:00+00:00,57.78,57.79,57.77,57.77,74
2025-11-26 12:52:00+00:00,57.77,57.77,57.74,57.75,70
2025-11-26 12:53:00+00:00,57.74,57.77,57.74,57.76,45
2025-11-26 12:54:00+00:00,57.75,57.78,57.75,57.77,73
2025-11-26 12:55:00+00:00,57.78,57.78,57.76,57.77,69
2025-11-26 12:56:00+00:00,57.76,57.77,57.75,57.76,94
2025-11-26 12:57:00+00:00,57.75,57.79,57.75,57.77,30
2025-11-26 12:58:00+00:00,57.78,57.79,57.78,57.79,27
2025-11-26 12:59:00+00:00,57.78,57.8,57.78,57.78,71
2025-11-26 13:00:00+00:00,57.79,57.82,57.78,57.8,182
2025-11-26 13:01:00+00:00,57.81,57.9,57.81,57.89,290
2025-11-26 13:02:00+00:00,57.88,57.89,57.84,57.85,236
2025-11-26 13:03:00+00:00,57.84,57.88,57.84,57.85,170
2025-11-26 13:04:00+00:00,57.85,57.85,57.84,57.84,56
2025-11-26 13:05:00+00:00,57.83,57.87,57.81,57.83,85
2025-11-26 13:06:00+00:00,57.83,57.86,57.82,57.84,70
2025-11-26 13:07:00+00:00,57.85,57.86,57.84,57.85,60
2025-11-26 13:08:00+00:00,57.85,57.86,57.84,57.86,45
2025-11-26 13:09:00+00:00,57.85,57.88,57.85,57.87,51
2025-11-26 13:10:00+00:00,57.87,57.87,57.85,57.86,91
2025-11-26 13:11:00+00:00,57.85,57.89,57.85,57.88,71
2025-11-26 13:12:00+00:00,57.88,57.89,57.85,57.87,128
2025-11-26 13:13:00+00:00,57.87,57.87,57.84,57.86,131
2025-11-26 13:14:00+00:00,57.86,57.87,57.86,57.87,43
2025-11-26 13:15:00+00:00,57.87,57.88,57.87,57.88,78
2025-11-26 13:16:00+00:00,57.87,57.87,57.85,57.86,35
2025-11-26 13:17:00+00:00,57.86,57.88,57.86,57.88,45
2025-11-26 13:18:00+00:00,57.88,57.9,57.86,57.86,104
2025-11-26 13:19:00+00:00,57.85,57.86,57.82,57.84,157
2025-11-26 13:20:00+00:00,57.84,57.87,57.84,57.84,66
2025-11-26 13:21:00+00:00,57.83,57.88,57.83,57.88,134
2025-11-26 13:22:00+00:00,57.89,57.89,57.86,57.88,107
2025-11-26 13:23:00+00:00,57.88,57.89,57.88,57.89,55
2025-11-26 13:24:00+00:00,57.88,57.92,57.88,57.91,124
2025-11-26 13:25:00+00:00,57.92,57.92,57.91,57.91,57
2025-11-26 13:26:00+00:00,57.9,57.9,57.86,57.87,79
2025-11-26 13:27:00+00:00,57.87,57.89,57.86,57.87,64
2025-11-26 13:28:00+00:00,57.86,57.88,57.86,57.86,82
2025-11-26 13:29:00+00:00,57.86,57.9,57.86,57.89,74
2025-11-26 13:30:00+00:00,57.89,57.91,57.86,57.88,117
2025-11-26 13:31:00+00:00,57.87,57.87,57.86,57.87,59
2025-11-26 13:32:00+00:00,57.87,57.89,57.87,57.88,30
2025-11-26 13:33:00+00:00,57.88,57.89,57.87,57.88,72
2025-11-26 13:34:00+00:00,57.89,57.93,57.89,57.91,203
2025-11-26 13:35:00+00:00,57.91,57.91,57.87,57.91,92
2025-11-26 13:36:00+00:00,57.91,57.93,57.88,57.89,84
2025-11-26 13:37:00+00:00,57.89,57.91,57.89,57.91,38
2025-11-26 13:38:00+00:00,57.92,57.93,57.92,57.93,61
2025-11-26 13:39:00+00:00,57.93,57.94,57.92,57.94,58
2025-11-26 13:40:00+00:00,57.95,57.99,57.95,57.98,226
2025-11-26 13:41:00+00:00,57.98,58.0,57.97,57.99,135
2025-11-26 13:42:00+00:00,57.99,58.01,57.95,57.96,248
2025-11-26 13:43:00+00:00,57.96,57.97,57.94,57.97,137
2025-11-26 13:44:00+00:00,57.96,57.97,57.95,57.95,73
2025-11-26 13:45:00+00:00,57.95,57.96,57.94,57.96,59
2025-11-26 13:46:00+00:00,57.97,57.97,57.95,57.95,77
2025-11-26 13:47:00+00:00,57.94,57.97,57.94,57.96,154
2025-11-26 13:48:00+00:00,57.96,57.98,57.96,57.96,94
2025-11-26 13:49:00+00:00,57.97,58.0,57.97,58.0,103
2025-11-26 13:50:00+00:00,58.01,58.01,57.97,58.01,115
2025-11-26 13:51:00+00:00,58.01,58.03,58.0,58.02,162
2025-11-26 13:52:00+00:00,58.02,58.02,57.99,58.01,106
2025-11-26 13:53:00+00:00,58.01,58.02,58.01,58.01,67
2025-11-26 13:54:00+00:00,58.01,58.03,58.0,58.0,104
2025-11-26 13:55:00+00:00,58.0,58.0,57.97,57.97,93
2025-11-26 13:56:00+00:00,57.97,57.97,57.95,57.97,72
2025-11-26 13:57:00+00:00,57.97,57.99,57.97,57.97,84
2025-11-26 13:58:00+00:00,57.97,57.99,57.95,57.96,89
2025-11-26 13:59:00+00:00,57.96,57.98,57.96,57.97,120
2025-11-26 14:00:00+00:00,57.96,57.97,57.88,57.89,551
2025-11-26 14:01:00+00:00,57.88,57.9,57.84,57.85,584
2025-11-26 14:02:00+00:00,57.86,57.9,57.86,57.89,276
2025-11-26 14:03:00+00:00,57.89,57.92,57.86,57.9,474
2025-11-26 14:04:00+00:00,57.89,57.93,57.89,57.92,169
2025-11-26 14:05:00+00:00,57.91,57.93,57.87,57.87,323
2025-11-26 14:06:00+00:00,57.87,57.91,57.87,57.88,171
2025-11-26 14:07:00+00:00,57.87,57.89,57.87,57.88,128
2025-11-26 14:08:00+00:00,57.88,57.95,57.88,57.94,210
2025-11-26 14:09:00+00:00,57.94,58.0,57.93,57.98,311
2025-11-26 14:10:00+00:00,57.98,57.98,57.91,57.93,257
2025-11-26 14:11:00+00:00,57.92,57.93,57.91,57.93,128
2025-11-26 14:12:00+00:00,57.93,57.96,57.92,57.93,300
2025-11-26 14:13:00+00:00,57.94,57.95,57.93,57.93,103
2025-11-26 14:14:00+00:00,57.93,57.96,57.93,57.95,145
2025-11-26 14:15:00+00:00,57.95,57.97,57.92,57.92,130
2025-11-26 14:16:00+00:00,57.92,57.94,57.9,57.93,276
2025-11-26 14:17:00+00:00,57.94,57.94,57.91,57.91,146
2025-11-26 14:18:00+00:00,57.92,57.95,57.92,57.92,127
2025-11-26 14:19:00+00:00,57.93,57.93,57.88,57.9,250
2025-11-26 14:20:00+00:00,57.89,57.91,57.88,57.9,188
2025-11-26 14:21:00+00:00,57.9,57.91,57.86,57.87,222
2025-11-26 14:22:00+00:00,57.86,57.87,57.84,57.85,222
2025-11-26 14:23:00+00:00,57.85,57.88,57.84,57.86,170
2025-11-26 14:24:00+00:00,57.86,57.87,57.85,57.85,166
2025-11-26 14:25:00+00:00,57.84,57.84,57.81,57.81,178
2025-11-26 14:26:00+00:00,57.82,57.85,57.81,57.81,248
2025-11-26 14:27:00+00:00,57.81,57.81,57.75,57.78,294
2025-11-26 14:28:00+00:00,57.79,57.8,57.76,57.79,318
2025-11-26 14:29:00+00:00,57.79,57.81,57.75,57.75,174
2025-11-26 14:30:00+00:00,57.76,57.84,57.75,57.81,307
2025-11-26 14:31:00+00:00,57.82,57.82,57.79,57.81,156
2025-11-26 14:32:00+00:00,57.81,57.85,57.81,57.82,132
2025-11-26 14:33:00+00:00,57.82,57.84,57.81,57.82,134
2025-11-26 14:34:00+00:00,57.82,57.85,57.79,57.84,250
2025-11-26 14:35:00+00:00,57.85,57.85,57.83,57.83,185
2025-11-26 14:36:00+00:00,57.85,57.89,57.85,57.88,234
2025-11-26 14:37:00+00:00,57.88,57.9,57.88,57.88,150
2025-11-26 14:38:00+00:00,57.88,57.93,57.85,57.93,235
2025-11-26 14:39:00+00:00,57.92,57.98,57.92,57.97,394
2025-11-26 14:40:00+00:00,57.98,58.06,57.97,57.99,596
2025-11-26 14:41:00+00:00,57.99,58.01,57.99,58.0,156
2025-11-26 14:42:00+00:00,58.0,58.03,58.0,58.01,217
2025-11-26 14:43:00+00:00,58.01,58.02,57.99,58.01,219
2025-11-26 14:44:00+00:00,58.01,58.01,57.97,57.98,131
2025-11-26 14:45:00+00:00,57.97,57.99,57.92,57.93,458
2025-11-26 14:46:00+00:00,57.93,57.93,57.87,57.88,421
2025-11-26 14:47:00+00:00,57.89,57.93,57.88,57.9,352
2025-11-26 14:48:00+00:00,57.91,57.91,57.89,57.9,204
2025-11-26 14:49:00+00:00,57.9,57.92,57.87,57.88,271
2025-11-26 14:50:00+00:00,57.89,57.91,57.85,57.87,277
2025-11-26 14:51:00+00:00,57.87,57.87,57.8,57.81,287
2025-11-26 14:52:00+00:00,57.82,57.82,57.77,57.82,309
2025-11-26 14:53:00+00:00,57.82,57.85,57.81,57.81,220
2025-11-26 14:54:00+00:00,57.81,57.82,57.79,57.81,322
2025-11-26 14:55:00+00:00,57.81,57.86,57.79,57.86,157
2025-11-26 14:56:00+00:00,57.85,57.91,57.85,57.88,208
2025-11-26 14:57:00+00:00,57.87,57.91,57.87,57.9,154
2025-11-26 14:58:00+00:00,57.9,57.9,57.88,57.88,111
2025-11-26 14:59:00+00:00,57.88,57.89,57.85,57.89,105
2025-11-26 15:00:00+00:00,57.89,57.92,57.86,57.91,133
2025-11-26 15:01:00+00:00,57.91,57.92,57.9,57.91,85
2025-11-26 15:02:00+00:00,57.91,57.93,57.9,57.91,128
2025-11-26 15:03:00+00:00,57.92,57.93,57.91,57.93,134
2025-11-26 15:04:00+00:00,57.93,57.94,57.89,57.91,202
2025-11-26 15:05:00+00:00,57.92,57.95,57.92,57.93,186
2025-11-26 15:06:00+00:00,57.94,57.97,57.94,57.96,191
2025-11-26 15:07:00+00:00,57.96,57.97,57.94,57.95,98
2025-11-26 15:08:00+00:00,57.95,57.99,57.95,57.99,137
2025-11-26 15:09:00+00:00,57.99,58.0,57.96,57.98,206
2025-11-26 15:10:00+00:00,57.99,57.99,57.97,57.98,92
2025-11-26 15:11:00+00:00,57.98,57.98,57.94,57.95,164
2025-11-26 15:12:00+00:00,57.95,57.97,57.95,57.95,175
2025-11-26 15:13:00+00:00,57.95,57.96,57.91,57.93,97
2025-11-26 15:14:00+00:00,57.93,57.94,57.91,57.94,95
2025-11-26 15:15:00+00:00,57.94,57.94,57.93,57.94,97
2025-11-26 15:16:00+00:00,57.93,57.96,57.92,57.93,142
2025-11-26 15:17:00+00:00,57.93,57.94,57.9,57.94,128
2025-11-26 15:18:00+00:00,57.94,57.95,57.92,57.93,73
2025-11-26 15:19:00+00:00,57.94,57.94,57.92,57.93,95
2025-11-26 15:20:00+00:00,57.93,57.96,57.93,57.96,79
2025-11-26 15:21:00+00:00,57.95,57.98,57.95,57.97,69
2025-11-26 15:22:00+00:00,57.98,58.02,57.98,57.99,425
2025-11-26 15:23:00+00:00,58.0,58.04,58.0,58.04,233
2025-11-26 15:24:00+00:00,58.04,58.08,58.03,58.06,282
2025-11-26 15:25:00+00:00,58.05,58.06,58.02,58.04,185
2025-11-26 15:26:00+00:00,58.04,58.05,58.03,58.03,68
2025-11-26 15:27:00+00:00,58.03,58.04,58.0,58.0,91
2025-11-26 15:28:00+00:00,58.0,58.01,57.99,58.0,137
2025-11-26 15:29:00+00:00,58.0,58.03,58.0,58.03,111
2025-11-26 15:30:00+00:00,58.03,58.04,57.84,57.98,1631
2025-11-26 15:31:00+00:00,57.98,58.08,57.95,58.01,699
2025-11-26 15:32:00+00:00,58.0,58.01,57.97,58.0,209
2025-11-26 15:33:00+00:00,58.0,58.02,57.98,58.02,157
2025-11-26 15:34:00+00:00,58.02,58.05,58.01,58.05,154
2025-11-26 15:35:00+00:00,58.05,58.08,57.99,57.99,543
2025-11-26 15:36:00+00:00,57.99,58.03,57.98,58.02,264
2025-11-26 15:37:00+00:00,58.03,58.06,58.02,58.04,268
2025-11-26 15:38:00+00:00,58.04,58.06,58.02,58.02,117
2025-11-26 15:39:00+00:00,58.02,58.05,58.02,58.02,137
2025-11-26 15:40:00+00:00,58.03,58.03,58.01,58.01,176
2025-11-26 15:41:00+00:00,58.01,58.01,57.98,58.0,201
2025-11-26 15:42:00+00:00,58.0,58.01,57.97,58.0,167
2025-11-26 15:43:00+00:00,58.0,58.0,57.97,58.0,131
2025-11-26 15:44:00+00:00,58.0,58.02,57.92,57.93,322
2025-11-26 15:45:00+00:00,57.93,57.95,57.89,57.94,438
2025-11-26 15:46:00+00:00,57.94,57.96,57.93,57.95,247
2025-11-26 15:47:00+00:00,57.95,57.95,57.92,57.93,165
2025-11-26 15:48:00+00:00,57.92,57.93,57.88,57.89,215
2025-11-26 15:49:00+00:00,57.89,57.94,57.89,57.94,101
2025-11-26 15:50:00+00:00,57.94,57.98,57.93,57.95,263
2025-11-26 15:51:00+00:00,57.96,57.96,57.91,57.92,133
2025-11-26 15:52:00+00:00,57.94,57.98,57.92,57.92,117
2025-11-26 15:53:00+00:00,57.93,57.96,57.92,57.95,94
2025-11-26 15:54:00+00:00,57.95,57.97,57.93,57.93,145
2025-11-26 15:55:00+00:00,57.93,57.94,57.91,57.93,184
2025-11-26 15:56:00+00:00,57.93,57.98,57.92,57.97,113
2025-11-26 15:57:00+00:00,57.97,57.98,57.93,57.94,407
2025-11-26 15:58:00+00:00,57.94,57.98,57.94,57.98,154
2025-11-26 15:59:00+00:00,57.98,58.01,57.96,57.99,387
2025-11-26 16:00:00+00:00,57.99,58.02,57.97,58.02,266
2025-11-26 16:01:00+00:00,58.02,58.05,57.99,58.0,354
2025-11-26 16:02:00+00:00,57.99,58.02,57.96,58.02,201
2025-11-26 16:03:00+00:00,58.01,58.07,58.01,58.06,286
2025-11-26 16:04:00+00:00,58.06,58.06,58.04,58.05,160
2025-11-26 16:05:00+00:00,58.05,58.05,57.98,57.99,201
2025-11-26 16:06:00+00:00,57.99,57.99,57.95,57.99,286
2025-11-26 16:07:00+00:00,57.98,58.0,57.96,57.99,197
2025-11-26 16:08:00+00:00,58.0,58.01,57.99,58.01,150
2025-11-26 16:09:00+00:00,58.02,58.04,57.99,58.0,270
2025-11-26 16:10:00+00:00,58.0,58.0,57.93,57.93,352
2025-11-26 16:11:00+00:00,57.93,57.95,57.92,57.95,197
2025-11-26 16:12:00+00:00,57.94,57.98,57.94,57.98,168
2025-11-26 16:13:00+00:00,57.99,57.99,57.96,57.98,84
2025-11-26 16:14:00+00:00,57.98,57.99,57.97,57.98,84
2025-11-26 16:15:00+00:00,57.98,57.99,57.98,57.99,70
2025-11-26 16:16:00+00:00,57.98,58.01,57.98,58.01,178
2025-11-26 16:17:00+00:00,58.0,58.01,57.99,57.99,161
2025-11-26 16:18:00+00:00,57.99,58.05,57.99,58.03,366
2025-11-26 16:19:00+00:00,58.03,58.03,58.0,58.01,178
2025-11-26 16:20:00+00:00,58.01,58.02,58.0,58.02,249
2025-11-26 16:21:00+00:00,58.01,58.01,57.99,58.0,156
2025-11-26 16:22:00+00:00,58.01,58.07,58.01,58.04,158
2025-11-26 16:23:00+00:00,58.05,58.06,57.95,57.96,460
2025-11-26 16:24:00+00:00,57.96,57.98,57.94,57.98,289
2025-11-26 16:25:00+00:00,57.98,58.0,57.97,58.0,220
2025-11-26 16:26:00+00:00,58.0,58.01,57.97,58.0,355
2025-11-26 16:27:00+00:00,58.01,58.03,57.98,57.98,131
2025-11-26 16:28:00+00:00,57.99,57.99,57.96,57.98,157
2025-11-26 16:29:00+00:00,57.98,58.08,57.96,58.05,603
2025-11-26 16:30:00+00:00,58.06,58.07,57.98,58.0,448
2025-11-26 16:31:00+00:00,57.99,58.05,57.99,58.03,175
2025-11-26 16:32:00+00:00,58.03,58.03,57.99,58.0,187
2025-11-26 16:33:00+00:00,58.0,58.0,57.97,57.99,160
2025-11-26 16:34:00+00:00,58.0,58.01,57.98,58.01,202
2025-11-26 16:35:00+00:00,58.01,58.02,57.97,57.97,197
2025-11-26 16:36:00+00:00,57.97,57.97,57.86,57.87,595
2025-11-26 16:37:00+00:00,57.87,57.89,57.86,57.87,214
2025-11-26 16:38:00+00:00,57.87,57.88,57.84,57.86,301
2025-11-26 16:39:00+00:00,57.86,57.87,57.85,57.87,165
2025-11-26 16:40:00+00:00,57.87,57.91,57.87,57.91,247
2025-11-26 16:41:00+00:00,57.9,57.9,57.87,57.89,161
2025-11-26 16:42:00+00:00,57.9,58.01,57.89,58.0,415
2025-11-26 16:43:00+00:00,58.0,58.12,58.0,58.11,614
2025-11-26 16:44:00+00:00,58.12,58.16,58.11,58.12,534
2025-11-26 16:45:00+00:00,58.12,58.14,58.07,58.08,300
2025-11-26 16:46:00+00:00,58.08,58.09,58.04,58.04,231
2025-11-26 16:47:00+00:00,58.04,58.05,58.03,58.05,130
2025-11-26 16:48:00+00:00,58.06,58.09,58.05,58.06,115
2025-11-26 16:49:00+00:00,58.05,58.08,58.04,58.08,99
2025-11-26 16:50:00+00:00,58.08,58.09,58.07,58.07,122
2025-11-26 16:51:00+00:00,58.07,58.1,58.06,58.09,79
2025-11-26 16:52:00+00:00,58.09,58.18,58.09,58.18,273
2025-11-26 16:53:00+00:00,58.19,58.24,58.17,58.22,370
2025-11-26 16:54:00+00:00,58.22,58.28,58.22,58.25,464
2025-11-26 16:55:00+00:00,58.25,58.35,58.22,58.32,759
2025-11-26 16:56:00+00:00,58.32,58.33,58.3,58.32,273
2025-11-26 16:57:00+00:00,58.32,58.33,58.29,58.3,326
2025-11-26 16:58:00+00:00,58.3,58.32,58.3,58.32,242
2025-11-26 16:59:00+00:00,58.32,58.35,58.31,58.34,195
2025-11-26 17:00:00+00:00,58.34,58.43,58.34,58.35,814
2025-11-26 17:01:00+00:00,58.35,58.41,58.35,58.39,329
2025-11-26 17:02:00+00:00,58.39,58.39,58.31,58.31,304
2025-11-26 17:03:00+00:00,58.31,58.34,58.29,58.3,229
2025-11-26 17:04:00+00:00,58.3,58.31,58.27,58.28,275
2025-11-26 17:05:00+00:00,58.29,58.3,58.25,58.26,205
2025-11-26 17:06:00+00:00,58.26,58.3,58.26,58.3,164
2025-11-26 17:07:00+00:00,58.3,58.32,58.29,58.31,103
2025-11-26 17:08:00+00:00,58.31,58.31,58.28,58.28,216
2025-11-26 17:09:00+00:00,58.28,58.34,58.27,58.34,434
2025-11-26 17:10:00+00:00,58.33,58.37,58.32,58.35,394
2025-11-26 17:11:00+00:00,58.35,58.35,58.33,58.33,189
2025-11-26 17:12:00+00:00,58.33,58.35,58.32,58.33,71
2025-11-26 17:13:00+00:00,58.33,58.33,58.29,58.29,187
2025-11-26 17:14:00+00:00,58.28,58.3,58.28,58.29,158
2025-11-26 17:15:00+00:00,58.29,58.29,58.24,58.26,163
2025-11-26 17:16:00+00:00,58.27,58.27,58.24,58.25,140
2025-11-26 17:17:00+00:00,58.25,58.25,58.2,58.21,286
2025-11-26 17:18:00+00:00,58.21,58.23,58.21,58.23,112
2025-11-26 17:19:00+00:00,58.22,58.22,58.15,58.16,433
2025-11-26 17:20:00+00:00,58.15,58.18,58.14,58.17,227
2025-11-26 17:21:00+00:00,58.18,58.19,58.16,58.19,147
2025-11-26 17:22:00+00:00,58.19,58.21,58.18,58.21,91
2025-11-26 17:23:00+00:00,58.22,58.26,58.21,58.25,223
2025-11-26 17:24:00+00:00,58.25,58.28,58.25,58.27,142
2025-11-26 17:25:00+00:00,58.28,58.29,58.23,58.23,193
2025-11-26 17:26:00+00:00,58.23,58.23,58.2,58.21,266
2025-11-26 17:27:00+00:00,58.21,58.24,58.2,58.2,97
2025-11-26 17:28:00+00:00,58.2,58.21,58.18,58.19,262
2025-11-26 17:29:00+00:00,58.19,58.19,58.14,58.15,178
2025-11-26 17:30:00+00:00,58.15,58.15,58.1,58.1,281
2025-11-26 17:31:00+00:00,58.1,58.13,58.07,58.11,527
2025-11-26 17:32:00+00:00,58.1,58.17,58.1,58.15,227
2025-11-26 17:33:00+00:00,58.15,58.18,58.14,58.14,160
2025-11-26 17:34:00+00:00,58.14,58.14,58.11,58.13,123
2025-11-26 17:35:00+00:00,58.14,58.17,58.13,58.17,148
2025-11-26 17:36:00+00:00,58.16,58.16,58.14,58.14,146
2025-11-26 17:37:00+00:00,58.14,58.16,58.12,58.12,166
2025-11-26 17:38:00+00:00,58.12,58.16,58.12,58.16,116
2025-11-26 17:39:00+00:00,58.16,58.18,58.15,58.15,106
2025-11-26 17:40:00+00:00,58.15,58.15,58.13,58.13,91
2025-11-26 17:41:00+00:00,58.13,58.13,58.08,58.1,231
2025-11-26 17:42:00+00:00,58.1,58.14,58.1,58.13,70
2025-11-26 17:43:00+00:00,58.14,58.14,58.12,58.13,78
2025-11-26 17:44:00+00:00,58.13,58.16,58.12,58.15,115
2025-11-26 17:45:00+00:00,58.15,58.16,58.13,58.14,135
2025-11-26 17:46:00+00:00,58.14,58.18,58.14,58.17,79
2025-11-26 17:47:00+00:00,58.16,58.17,58.12,58.13,116
2025-11-26 17:48:00+00:00,58.13,58.13,58.1,58.11,55
2025-11-26 17:49:00+00:00,58.11,58.11,58.07,58.08,158
2025-11-26 17:50:00+00:00,58.09,58.09,58.04,58.08,262
2025-11-26 17:51:00+00:00,58.08,58.1,58.08,58.1,95
2025-11-26 17:52:00+00:00,58.11,58.12,58.06,58.07,208
2025-11-26 17:53:00+00:00,58.07,58.08,58.06,58.08,151
2025-11-26 17:54:00+00:00,58.07,58.1,58.07,58.08,59
2025-11-26 17:55:00+00:00,58.08,58.09,58.06,58.09,82
2025-11-26 17:56:00+00:00,58.09,58.11,58.08,58.08,48
2025-11-26 17:57:00+00:00,58.09,58.1,58.06,58.06,92
2025-11-26 17:58:00+00:00,58.05,58.06,58.01,58.02,165
2025-11-26 17:59:00+00:00,58.03,58.05,58.03,58.04,98
2025-11-26 18:00:00+00:00,58.04,58.08,58.02,58.07,239
2025-11-26 18:01:00+00:00,58.07,58.08,58.06,58.06,66
2025-11-26 18:02:00+00:00,58.07,58.09,58.06,58.09,99
2025-11-26 18:03:00+00:00,58.08,58.09,58.06,58.06,89
2025-11-26 18:04:00+00:00,58.06,58.06,58.05,58.06,55
2025-11-26 18:05:00+00:00,58.06,58.06,58.04,58.06,98
2025-11-26 18:06:00+00:00,58.06,58.08,58.06,58.07,82
2025-11-26 18:07:00+00:00,58.07,58.08,58.06,58.07,68
2025-11-26 18:08:00+00:00,58.07,58.07,58.04,58.06,178
2025-11-26 18:09:00+00:00,58.07,58.07,57.97,57.98,517
2025-11-26 18:10:00+00:00,57.98,58.0,57.95,57.97,550
2025-11-26 18:11:00+00:00,57.97,57.98,57.94,57.96,263
2025-11-26 18:12:00+00:00,57.97,58.04,57.97,58.02,243
2025-11-26 18:13:00+00:00,58.03,58.06,58.02,58.05,421
2025-11-26 18:14:00+00:00,58.04,58.05,58.04,58.05,52
2025-11-26 18:15:00+00:00,58.05,58.06,58.04,58.05,96
2025-11-26 18:16:00+00:00,58.04,58.04,58.02,58.04,258
2025-11-26 18:17:00+00:00,58.05,58.08,58.04,58.08,259
2025-11-26 18:18:00+00:00,58.09,58.14,58.09,58.13,665
2025-11-26 18:19:00+00:00,58.13,58.13,58.11,58.12,116
2025-11-26 18:20:00+00:00,58.12,58.12,58.05,58.06,98
2025-11-26 18:21:00+00:00,58.06,58.11,58.06,58.1,78
2025-11-26 18:22:00+00:00,58.1,58.14,58.1,58.12,130
2025-11-26 18:23:00+00:00,58.12,58.17,58.11,58.17,225
2025-11-26 18:24:00+00:00,58.17,58.19,58.16,58.17,169
2025-11-26 18:25:00+00:00,58.17,58.19,58.17,58.18,373
2025-11-26 18:26:00+00:00,58.19,58.26,58.18,58.25,348
2025-11-26 18:27:00+00:00,58.25,58.27,58.23,58.24,241
2025-11-26 18:28:00+00:00,58.24,58.28,58.24,58.28,153
2025-11-26 18:29:00+00:00,58.28,58.31,58.27,58.31,319
2025-11-26 18:30:00+00:00,58.3,58.31,58.28,58.31,236
2025-11-26 18:31:00+00:00,58.3,58.3,58.24,58.25,176
2025-11-26 18:32:00+00:00,58.26,58.29,58.26,58.27,59
2025-11-26 18:33:00+00:00,58.27,58.27,58.25,58.26,83
2025-11-26 18:34:00+00:00,58.26,58.26,58.26,58.26,48
2025-11-26 18:35:00+00:00,58.26,58.27,58.21,58.23,219
2025-11-26 18:36:00+00:00,58.24,58.24,58.22,58.23,77
2025-11-26 18:37:00+00:00,58.22,58.22,58.21,58.22,63
2025-11-26 18:38:00+00:00,58.22,58.22,58.17,58.17,166
2025-11-26 18:39:00+00:00,58.18,58.2,58.18,58.19,67
2025-11-26 18:40:00+00:00,58.18,58.23,58.18,58.23,68
2025-11-26 18:41:00+00:00,58.23,58.24,58.23,58.23,39
2025-11-26 18:42:00+00:00,58.23,58.25,58.23,58.24,141
2025-11-26 18:43:00+00:00,58.23,58.23,58.22,58.22,25
2025-11-26 18:44:00+00:00,58.22,58.22,58.2,58.21,117
2025-11-26 18:45:00+00:00,58.21,58.22,58.19,58.21,73
2025-11-26 18:46:00+00:00,58.21,58.24,58.21,58.23,57
2025-11-26 18:47:00+00:00,58.24,58.24,58.22,58.22,87
2025-11-26 18:48:00+00:00,58.22,58.26,58.22,58.26,78
2025-11-26 18:49:00+00:00,58.25,58.26,58.23,58.23,80
2025-11-26 18:50:00+00:00,58.22,58.25,58.22,58.24,65
2025-11-26 18:51:00+00:00,58.23,58.28,58.22,58.25,467
2025-11-26 18:52:00+00:00,58.25,58.26,58.23,58.26,170
2025-11-26 18:53:00+00:00,58.26,58.29,58.26,58.29,87
2025-11-26 18:54:00+00:00,58.29,58.33,58.28,58.32,178
2025-11-26 18:55:00+00:00,58.33,58.33,58.27,58.27,191
2025-11-26 18:56:00+00:00,58.27,58.3,58.25,58.3,160
2025-11-26 18:57:00+00:00,58.29,58.3,58.28,58.28,53
2025-11-26 18:58:00+00:00,58.29,58.3,58.28,58.28,115
2025-11-26 18:59:00+00:00,58.29,58.31,58.26,58.31,229
2025-11-26 19:00:00+00:00,58.32,58.38,58.29,58.38,275
2025-11-26 19:01:00+00:00,58.38,58.41,58.37,58.41,363
2025-11-26 19:02:00+00:00,58.41,58.45,58.41,58.44,170
2025-11-26 19:03:00+00:00,58.44,58.46,58.44,58.45,157
2025-11-26 19:04:00+00:00,58.45,58.46,58.44,58.44,141
2025-11-26 19:05:00+00:00,58.44,58.44,58.39,58.41,245
2025-11-26 19:06:00+00:00,58.4,58.42,58.38,58.41,101
2025-11-26 19:07:00+00:00,58.41,58.45,58.41,58.45,306
2025-11-26 19:08:00+00:00,58.45,58.45,58.38,58.41,365
2025-11-26 19:09:00+00:00,58.4,58.42,58.39,58.41,104
2025-11-26 19:10:00+00:00,58.41,58.46,58.4,58.45,242
2025-11-26 19:11:00+00:00,58.45,58.46,58.43,58.45,98
2025-11-26 19:12:00+00:00,58.46,58.48,58.46,58.47,151
2025-11-26 19:13:00+00:00,58.48,58.5,58.47,58.49,316
2025-11-26 19:14:00+00:00,58.49,58.49,58.47,58.48,176
2025-11-26 19:15:00+00:00,58.49,58.51,58.48,58.5,350
2025-11-26 19:16:00+00:00,58.5,58.55,58.48,58.55,438
2025-11-26 19:17:00+00:00,58.56,58.58,58.55,58.56,284
2025-11-26 19:18:00+00:00,58.56,58.6,58.55,58.59,310
