t,o,h,l,c,v
2025-11-12 13:36:00+00:00,4135.7,4137.3,4134.7,4136.7,427
2025-11-12 13:37:00+00:00,4136.8,4137.5,4134.9,4135.1,334
2025-11-12 13:38:00+00:00,4135.0,4136.8,4134.5,4136.8,205
2025-11-12 13:39:00+00:00,4136.7,4136.7,4134.2,4134.4,192
2025-11-12 13:40:00+00:00,4134.3,4135.7,4133.6,4134.4,473
2025-11-12 13:41:00+00:00,4134.6,4136.0,4134.3,4134.9,212
2025-11-12 13:42:00+00:00,4135.2,4137.3,4135.2,4137.1,236
2025-11-12 13:43:00+00:00,4136.9,4137.7,4135.8,4135.8,283
2025-11-12 13:44:00+00:00,4135.9,4135.9,4134.3,4135.2,305
2025-11-12 13:45:00+00:00,4135.0,4135.3,4134.2,4134.4,173
2025-11-12 13:46:00+00:00,4134.5,4136.7,4134.3,4136.7,153
2025-11-12 13:47:00+00:00,4136.6,4137.8,4136.3,4137.3,214
2025-11-12 13:48:00+00:00,4137.2,4137.7,4135.6,4136.6,188
2025-11-12 13:49:00+00:00,4136.7,4137.4,4136.4,4136.8,138
2025-11-12 13:50:00+00:00,4136.6,4136.6,4134.7,4134.9,232
2025-11-12 13:51:00+00:00,4135.1,4135.6,4132.8,4133.2,285
2025-11-12 13:52:00+00:00,4133.0,4133.2,4131.5,4131.9,544
2025-11-12 13:53:00+00:00,4132.0,4132.9,4131.1,4131.3,322
2025-11-12 13:54:00+00:00,4131.4,4131.9,4130.4,4130.8,329
2025-11-12 13:55:00+00:00,4130.6,4132.9,4130.1,4131.9,413
2025-11-12 13:56:00+00:00,4132.1,4133.4,4131.9,4133.0,200
2025-11-12 13:57:00+00:00,4133.0,4133.3,4131.1,4131.3,236
2025-11-12 13:58:00+00:00,4131.4,4132.2,4130.7,4131.6,205
2025-11-12 13:59:00+00:00,4131.6,4133.4,4131.5,4132.9,141
2025-11-12 14:00:00+00:00,4133.0,4134.3,4132.6,4133.4,249
2025-11-12 14:01:00+00:00,4133.4,4135.3,4133.3,4134.9,275
2025-11-12 14:02:00+00:00,4134.9,4136.5,4134.9,4135.3,468
2025-11-12 14:03:00+00:00,4135.3,4138.3,4135.2,4138.3,502
2025-11-12 14:04:00+00:00,4138.2,4140.1,4137.8,4139.7,684
2025-11-12 14:05:00+00:00,4139.6,4139.6,4136.8,4137.2,616
2025-11-12 14:06:00+00:00,4137.2,4139.4,4137.0,4139.4,287
2025-11-12 14:07:00+00:00,4139.2,4141.7,4139.2,4140.1,1013
2025-11-12 14:08:00+00:00,4140.1,4141.1,4138.7,4139.7,400
2025-11-12 14:09:00+00:00,4139.5,4141.5,4139.5,4141.0,333
2025-11-12 14:10:00+00:00,4141.0,4142.4,4140.9,4141.9,553
2025-11-12 14:11:00+00:00,4141.9,4144.0,4141.9,4143.2,642
2025-11-12 14:12:00+00:00,4143.2,4144.3,4142.9,4142.9,501
2025-11-12 14:13:00+00:00,4142.9,4143.3,4141.2,4141.2,382
2025-11-12 14:14:00+00:00,4141.4,4141.8,4139.8,4141.5,475
2025-11-12 14:15:00+00:00,4141.3,4142.2,4140.7,4140.9,286
2025-11-12 14:16:00+00:00,4141.1,4142.0,4139.9,4141.5,250
2025-11-12 14:17:00+00:00,4141.6,4142.9,4141.5,4141.6,323
2025-11-12 14:18:00+00:00,4141.9,4142.0,4139.2,4139.5,488
2025-11-12 14:19:00+00:00,4139.3,4139.8,4138.2,4139.1,510
2025-11-12 14:20:00+00:00,4138.8,4140.9,4138.7,4139.6,272
2025-11-12 14:21:00+00:00,4139.6,4139.6,4137.8,4138.6,344
2025-11-12 14:22:00+00:00,4138.6,4140.3,4138.6,4139.3,183
2025-11-12 14:23:00+00:00,4139.7,4140.5,4138.7,4138.7,214
2025-11-12 14:24:00+00:00,4138.6,4140.2,4137.8,4139.0,203
2025-11-12 14:25:00+00:00,4139.0,4140.8,4138.3,4138.3,291
2025-11-12 14:26:00+00:00,4138.5,4139.7,4138.2,4138.5,147
2025-11-12 14:27:00+00:00,4138.5,4139.2,4137.8,4138.2,204
2025-11-12 14:28:00+00:00,4138.2,4140.4,4138.2,4139.8,230
2025-11-12 14:29:00+00:00,4139.7,4140.1,4137.8,4138.1,244
2025-11-12 14:30:00+00:00,4138.0,4141.0,4136.2,4139.7,963
2025-11-12 14:31:00+00:00,4139.7,4139.8,4137.1,4137.7,508
2025-11-12 14:32:00+00:00,4137.7,4137.7,4135.1,4136.1,944
2025-11-12 14:33:00+00:00,4135.8,4136.2,4133.0,4133.1,1118
2025-11-12 14:34:00+00:00,4133.5,4134.4,4130.7,4133.5,1341
2025-11-12 14:35:00+00:00,4133.3,4137.0,4132.9,4135.3,970
2025-11-12 14:36:00+00:00,4135.5,4139.6,4135.4,4139.5,926
2025-11-12 14:37:00+00:00,4139.2,4141.5,4139.0,4140.7,858
2025-11-12 14:38:00+00:00,4140.9,4144.7,4140.6,4142.8,1453
2025-11-12 14:39:00+00:00,4142.9,4143.0,4141.5,4142.2,707
2025-11-12 14:40:00+00:00,4142.0,4145.3,4140.7,4144.6,1190
2025-11-12 14:41:00+00:00,4144.5,4145.6,4143.0,4143.8,745
2025-11-12 14:42:00+00:00,4143.7,4144.5,4142.3,4143.7,462
2025-11-12 14:43:00+00:00,4143.6,4144.6,4141.2,4141.5,604
2025-11-12 14:44:00+00:00,4141.5,4142.8,4139.7,4142.3,889
2025-11-12 14:45:00+00:00,4142.3,4142.9,4139.9,4140.9,478
2025-11-12 14:46:00+00:00,4140.6,4142.9,4140.1,4140.1,517
2025-11-12 14:47:00+00:00,4140.2,4140.9,4137.6,4138.2,867
2025-11-12 14:48:00+00:00,4138.2,4140.4,4137.8,4138.8,366
2025-11-12 14:49:00+00:00,4138.9,4140.6,4138.6,4140.6,238
2025-11-12 14:50:00+00:00,4140.6,4145.2,4140.5,4143.6,1087
2025-11-12 14:51:00+00:00,4143.8,4146.6,4143.7,4143.9,1323
2025-11-12 14:52:00+00:00,4144.1,4145.6,4143.1,4145.3,503
2025-11-12 14:53:00+00:00,4145.4,4146.1,4144.1,4145.6,410
2025-11-12 14:54:00+00:00,4145.7,4146.3,4144.9,4145.6,429
2025-11-12 14:55:00+00:00,4145.7,4145.9,4144.4,4144.4,438
2025-11-12 14:56:00+00:00,4144.8,4146.8,4144.6,4146.8,600
2025-11-12 14:57:00+00:00,4146.7,4146.8,4142.5,4143.0,681
2025-11-12 14:58:00+00:00,4143.0,4143.8,4141.4,4142.5,755
2025-11-12 14:59:00+00:00,4142.4,4144.2,4141.9,4142.9,397
2025-11-12 15:00:00+00:00,4142.8,4143.2,4141.2,4143.1,593
2025-11-12 15:01:00+00:00,4142.9,4142.9,4140.6,4141.8,553
2025-11-12 15:02:00+00:00,4142.0,4144.4,4141.8,4144.0,369
2025-11-12 15:03:00+00:00,4144.4,4147.0,4144.0,4146.7,833
2025-11-12 15:04:00+00:00,4146.6,4148.6,4145.7,4148.4,1025
2025-11-12 15:05:00+00:00,4148.4,4148.9,4146.3,4147.3,967
2025-11-12 15:06:00+00:00,4147.5,4149.3,4146.6,4149.1,755
2025-11-12 15:07:00+00:00,4149.1,4151.0,4148.3,4148.5,1861
2025-11-12 15:08:00+00:00,4148.5,4149.6,4147.8,4148.9,543
2025-11-12 15:09:00+00:00,4149.1,4151.3,4148.8,4150.2,754
2025-11-12 15:10:00+00:00,4150.4,4160.3,4150.1,4158.5,5224
2025-11-12 15:11:00+00:00,4158.6,4166.2,4158.3,4165.1,3013
2025-11-12 15:12:00+00:00,4165.2,4165.8,4162.5,4162.7,1915
2025-11-12 15:13:00+00:00,4162.9,4169.0,4162.7,4168.0,1759
2025-11-12 15:14:00+00:00,4168.0,4169.3,4166.8,4169.0,1313
2025-11-12 15:15:00+00:00,4168.9,4170.0,4166.4,4168.9,1676
2025-11-12 15:16:00+00:00,4169.1,4175.5,4169.0,4173.9,2838
2025-11-12 15:17:00+00:00,4174.1,4179.0,4173.2,4176.4,2245
2025-11-12 15:18:00+00:00,4176.3,4177.2,4174.1,4174.7,1356
2025-11-12 15:19:00+00:00,4174.7,4175.2,4171.2,4173.4,1993
2025-11-12 15:20:00+00:00,4173.7,4173.7,4170.4,4171.1,1200
2025-11-12 15:21:00+00:00,4171.2,4171.3,4165.9,4167.3,2075
2025-11-12 15:22:00+00:00,4167.3,4172.4,4167.2,4170.7,1325
2025-11-12 15:23:00+00:00,4170.6,4171.6,4168.0,4171.2,719
2025-11-12 15:24:00+00:00,4171.1,4172.8,4170.7,4171.3,821
2025-11-12 15:25:00+00:00,4171.0,4172.8,4168.3,4169.4,779
2025-11-12 15:26:00+00:00,4169.4,4172.7,4168.0,4172.6,686
2025-11-12 15:27:00+00:00,4172.2,4174.7,4171.1,4174.7,900
2025-11-12 15:28:00+00:00,4174.6,4176.2,4173.6,4174.5,1124
2025-11-12 15:29:00+00:00,4174.6,4174.8,4172.9,4172.9,682
2025-11-12 15:30:00+00:00,4173.0,4175.5,4172.4,4175.5,784
2025-11-12 15:31:00+00:00,4175.3,4178.3,4174.4,4176.6,1263
2025-11-12 15:32:00+00:00,4176.7,4178.2,4176.4,4177.5,707
2025-11-12 15:33:00+00:00,4177.8,4183.7,4176.9,4182.7,2225
2025-11-12 15:34:00+00:00,4182.7,4186.3,4182.2,4184.3,2126
2025-11-12 15:35:00+00:00,4184.5,4187.0,4183.7,4186.0,1309
2025-11-12 15:36:00+00:00,4185.9,4186.3,4182.9,4183.8,1208
2025-11-12 15:37:00+00:00,4184.0,4184.9,4181.5,4182.6,1171
2025-11-12 15:38:00+00:00,4182.4,4183.9,4181.5,4183.2,715
2025-11-12 15:39:00+00:00,4183.1,4184.9,4182.9,4183.7,526
2025-11-12 15:40:00+00:00,4183.9,4184.7,4181.9,4181.9,666
2025-11-12 15:41:00+00:00,4182.0,4187.4,4181.2,4187.1,1305
2025-11-12 15:42:00+00:00,4187.1,4187.9,4185.0,4186.2,996
2025-11-12 15:43:00+00:00,4186.4,4186.9,4183.3,4185.1,659
2025-11-12 15:44:00+00:00,4185.2,4186.0,4183.0,4185.4,673
2025-11-12 15:45:00+00:00,4185.4,4186.2,4183.1,4185.2,596
2025-11-12 15:46:00+00:00,4185.5,4186.3,4184.9,4185.4,427
2025-11-12 15:47:00+00:00,4185.5,4185.7,4182.5,4184.4,605
2025-11-12 15:48:00+00:00,4184.7,4189.1,4184.7,4188.8,978
2025-11-12 15:49:00+00:00,4188.9,4190.4,4188.1,4189.9,1486
2025-11-12 15:50:00+00:00,4190.0,4192.4,4189.9,4191.1,1293
2025-11-12 15:51:00+00:00,4190.7,4191.9,4187.1,4187.4,1173
2025-11-12 15:52:00+00:00,4187.2,4187.9,4183.6,4183.7,1153
2025-11-12 15:53:00+00:00,4183.5,4185.3,4182.3,4183.0,1209
2025-11-12 15:54:00+00:00,4182.6,4185.2,4181.1,4181.9,1149
2025-11-12 15:55:00+00:00,4182.1,4185.6,4181.9,4185.1,856
2025-11-12 15:56:00+00:00,4185.1,4188.4,4185.0,4188.3,719
2025-11-12 15:57:00+00:00,4188.2,4189.0,4186.7,4188.1,518
2025-11-12 15:58:00+00:00,4187.8,4189.0,4184.8,4185.0,546
2025-11-12 15:59:00+00:00,4185.1,4188.4,4185.1,4188.0,455
2025-11-12 16:00:00+00:00,4187.8,4189.2,4186.4,4187.4,798
2025-11-12 16:01:00+00:00,4187.6,4189.8,4186.7,4189.4,750
2025-11-12 16:02:00+00:00,4189.4,4191.8,4189.0,4191.2,803
2025-11-12 16:03:00+00:00,4191.2,4193.0,4190.9,4192.6,1057
2025-11-12 16:04:00+00:00,4192.6,4194.7,4192.4,4194.1,1127
2025-11-12 16:05:00+00:00,4194.0,4195.0,4191.5,4192.1,778
2025-11-12 16:06:00+00:00,4192.2,4193.7,4191.4,4192.8,522
2025-11-12 16:07:00+00:00,4193.0,4196.5,4192.7,4195.0,1015
2025-11-12 16:08:00+00:00,4194.9,4195.4,4194.0,4194.6,621
2025-11-12 16:09:00+00:00,4194.6,4195.2,4192.7,4193.8,922
2025-11-12 16:10:00+00:00,4193.7,4193.8,4191.4,4192.6,802
2025-11-12 16:11:00+00:00,4192.5,4192.6,4187.2,4188.1,1419
2025-11-12 16:12:00+00:00,4188.2,4191.0,4188.2,4191.0,878
2025-11-12 16:13:00+00:00,4190.8,4192.0,4189.6,4190.8,653
2025-11-12 16:14:00+00:00,4190.8,4191.1,4188.0,4190.5,593
2025-11-12 16:15:00+00:00,4190.6,4194.0,4190.4,4192.4,949
2025-11-12 16:16:00+00:00,4192.7,4193.8,4191.5,4191.6,558
2025-11-12 16:17:00+00:00,4191.5,4192.8,4188.2,4188.8,739
2025-11-12 16:18:00+00:00,4188.8,4190.8,4188.1,4190.6,593
2025-11-12 16:19:00+00:00,4190.6,4192.0,4189.6,4190.8,460
2025-11-12 16:20:00+00:00,4190.9,4191.6,4189.6,4189.7,279
2025-11-12 16:21:00+00:00,4189.6,4190.9,4188.0,4188.3,537
2025-11-12 16:22:00+00:00,4188.4,4191.6,4187.9,4190.9,721
2025-11-12 16:23:00+00:00,4190.7,4192.3,4189.6,4190.1,508
2025-11-12 16:24:00+00:00,4190.0,4191.2,4188.0,4190.2,654
2025-11-12 16:25:00+00:00,4190.0,4191.5,4189.5,4189.9,260
2025-11-12 16:26:00+00:00,4189.7,4192.4,4189.5,4192.2,416
2025-11-12 16:27:00+00:00,4192.4,4192.9,4191.0,4191.1,404
2025-11-12 16:28:00+00:00,4191.1,4191.6,4189.5,4190.9,343
2025-11-12 16:29:00+00:00,4190.9,4194.4,4190.6,4194.0,644
2025-11-12 16:30:00+00:00,4193.6,4196.2,4192.9,4195.9,865
2025-11-12 16:31:00+00:00,4196.1,4198.6,4195.8,4196.8,1561
2025-11-12 16:32:00+00:00,4196.8,4200.8,4196.7,4200.6,1651
2025-11-12 16:33:00+00:00,4200.7,4201.8,4198.9,4200.8,1392
2025-11-12 16:34:00+00:00,4201.0,4202.8,4200.1,4200.5,1246
2025-11-12 16:35:00+00:00,4200.9,4202.1,4198.3,4200.2,1021
2025-11-12 16:36:00+00:00,4200.4,4200.6,4198.1,4199.8,757
2025-11-12 16:37:00+00:00,4199.6,4203.0,4199.1,4199.3,935
2025-11-12 16:38:00+00:00,4199.2,4199.6,4197.1,4198.2,738
2025-11-12 16:39:00+00:00,4198.3,4198.4,4194.0,4194.3,1015
2025-11-12 16:40:00+00:00,4194.3,4196.8,4194.2,4196.5,775
2025-11-12 16:41:00+00:00,4196.6,4200.7,4196.2,4199.4,1039
2025-11-12 16:42:00+00:00,4199.3,4201.7,4199.2,4200.4,610
2025-11-12 16:43:00+00:00,4200.4,4200.6,4198.6,4200.2,541
2025-11-12 16:44:00+00:00,4199.9,4200.4,4198.7,4200.0,375
2025-11-12 16:45:00+00:00,4200.3,4200.9,4198.5,4199.4,318
2025-11-12 16:46:00+00:00,4199.3,4199.9,4198.0,4198.4,375
2025-11-12 16:47:00+00:00,4198.6,4198.7,4196.7,4196.8,399
2025-11-12 16:48:00+00:00,4196.9,4196.9,4193.7,4195.3,749
2025-11-12 16:49:00+00:00,4195.3,4198.9,4194.9,4197.9,599
2025-11-12 16:50:00+00:00,4198.2,4199.8,4197.0,4197.8,445
2025-11-12 16:51:00+00:00,4197.5,4198.2,4196.6,4197.8,295
2025-11-12 16:52:00+00:00,4198.0,4200.8,4197.6,4200.3,509
2025-11-12 16:53:00+00:00,4200.4,4200.6,4199.4,4199.8,417
2025-11-12 16:54:00+00:00,4200.2,4202.7,4200.1,4200.9,744
2025-11-12 16:55:00+00:00,4201.1,4202.5,4200.0,4200.4,469
2025-11-12 16:56:00+00:00,4200.3,4202.3,4200.2,4201.3,262
2025-11-12 16:57:00+00:00,4201.1,4201.6,4200.2,4201.6,186
2025-11-12 16:58:00+00:00,4201.5,4203.5,4201.2,4203.3,490
2025-11-12 16:59:00+00:00,4203.3,4204.6,4202.3,4203.2,677
2025-11-12 17:00:00+00:00,4203.1,4206.6,4202.0,4205.5,1453
2025-11-12 17:01:00+00:00,4205.5,4206.8,4203.6,4206.1,1082
2025-11-12 17:02:00+00:00,4206.0,4206.0,4203.4,4204.7,661
2025-11-12 17:03:00+00:00,4204.8,4208.0,4204.6,4207.1,868
2025-11-12 17:04:00+00:00,4207.0,4209.0,4205.9,4208.6,1240
2025-11-12 17:05:00+00:00,4208.5,4208.6,4206.0,4206.1,693
2025-11-12 17:06:00+00:00,4206.2,4206.2,4203.6,4205.3,819
2025-11-12 17:07:00+00:00,4205.4,4205.7,4203.6,4204.3,500
2025-11-12 17:08:00+00:00,4204.2,4206.1,4204.0,4204.6,343
2025-11-12 17:09:00+00:00,4204.5,4206.6,4204.5,4206.1,311
2025-11-12 17:10:00+00:00,4206.3,4206.3,4202.9,4204.1,635
2025-11-12 17:11:00+00:00,4204.4,4205.6,4203.2,4203.4,259
2025-11-12 17:12:00+00:00,4203.5,4204.6,4202.5,4204.5,474
2025-11-12 17:13:00+00:00,4204.6,4206.4,4203.7,4205.9,392
2025-11-12 17:14:00+00:00,4205.8,4206.6,4204.4,4205.0,448
2025-11-12 17:15:00+00:00,4205.3,4206.1,4204.5,4205.2,198
2025-11-12 17:16:00+00:00,4205.3,4205.9,4203.0,4203.6,395
2025-11-12 17:17:00+00:00,4203.6,4204.2,4199.7,4202.6,1147
2025-11-12 17:18:00+00:00,4202.7,4202.7,4198.4,4200.0,707
2025-11-12 17:19:00+00:00,4200.0,4201.6,4198.7,4199.1,592
2025-11-12 17:20:00+00:00,4199.4,4202.2,4199.1,4201.9,565
2025-11-12 17:21:00+00:00,4201.7,4202.2,4199.5,4200.5,350
2025-11-12 17:22:00+00:00,4200.4,4201.8,4200.0,4200.4,309
2025-11-12 17:23:00+00:00,4200.1,4201.2,4198.6,4200.8,389
2025-11-12 17:24:00+00:00,4200.4,4203.9,4200.3,4203.8,578
2025-11-12 17:25:00+00:00,4203.9,4204.7,4203.0,4203.6,455
2025-11-12 17:26:00+00:00,4203.6,4204.1,4202.2,4203.1,401
2025-11-12 17:27:00+00:00,4202.8,4204.1,4202.5,4203.4,193
2025-11-12 17:28:00+00:00,4203.3,4203.9,4200.5,4200.7,274
2025-11-12 17:29:00+00:00,4200.8,4202.2,4200.6,4202.1,334
2025-11-12 17:30:00+00:00,4202.1,4204.1,4201.6,4203.6,354
2025-11-12 17:31:00+00:00,4203.6,4204.6,4202.9,4203.7,350
2025-11-12 17:32:00+00:00,4203.8,4206.2,4203.7,4205.6,531
2025-11-12 17:33:00+00:00,4205.8,4207.5,4205.6,4207.3,707
2025-11-12 17:34:00+00:00,4207.3,4207.5,4205.1,4206.9,908
2025-11-12 17:35:00+00:00,4207.1,4208.1,4205.7,4208.1,639
2025-11-12 17:36:00+00:00,4208.1,4210.0,4206.0,4206.8,1105
2025-11-12 17:37:00+00:00,4206.9,4208.8,4206.3,4208.2,613
2025-11-12 17:38:00+00:00,4208.4,4210.6,4207.4,4209.7,671
2025-11-12 17:39:00+00:00,4209.6,4211.7,4208.7,4210.1,736
2025-11-12 17:40:00+00:00,4209.9,4212.4,4209.8,4211.2,578
2025-11-12 17:41:00+00:00,4211.3,4212.4,4209.8,4210.1,444
2025-11-12 17:42:00+00:00,4210.1,4210.9,4208.0,4210.3,475
2025-11-12 17:43:00+00:00,4210.4,4210.4,4207.0,4207.6,451
2025-11-12 17:44:00+00:00,4207.9,4209.5,4207.8,4208.3,239
2025-11-12 17:45:00+00:00,4208.5,4209.1,4207.6,4207.9,228
2025-11-12 17:46:00+00:00,4207.7,4208.5,4206.8,4208.1,292
2025-11-12 17:47:00+00:00,4208.1,4210.6,4208.1,4209.2,401
2025-11-12 17:48:00+00:00,4209.1,4209.4,4207.2,4208.4,250
2025-11-12 17:49:00+00:00,4208.4,4208.9,4207.6,4208.4,196
2025-11-12 17:50:00+00:00,4208.5,4208.5,4206.0,4207.3,390
2025-11-12 17:51:00+00:00,4207.7,4207.8,4205.4,4205.5,519
2025-11-12 17:52:00+00:00,4205.4,4207.6,4205.0,4207.6,587
2025-11-12 17:53:00+00:00,4207.6,4208.6,4206.1,4206.9,376
2025-11-12 17:54:00+00:00,4206.7,4208.8,4206.7,4208.0,325
2025-11-12 17:55:00+00:00,4207.7,4210.2,4207.6,4210.0,311
2025-11-12 17:56:00+00:00,4210.1,4210.6,4208.1,4209.6,493
2025-11-12 17:57:00+00:00,4209.5,4209.7,4207.0,4207.6,262
2025-11-12 17:58:00+00:00,4207.2,4207.7,4206.4,4206.8,215
2025-11-12 17:59:00+00:00,4206.9,4207.2,4205.3,4205.7,272
2025-11-12 18:00:00+00:00,4205.9,4208.2,4205.8,4206.7,346
2025-11-12 18:01:00+00:00,4206.6,4206.8,4203.6,4203.9,496
2025-11-12 18:02:00+00:00,4203.9,4204.7,4202.7,4203.4,525
2025-11-12 18:03:00+00:00,4203.4,4203.8,4199.3,4199.3,942
2025-11-12 18:04:00+00:00,4199.5,4200.0,4196.9,4199.0,1164
2025-11-12 18:05:00+00:00,4199.4,4202.6,4198.5,4201.0,819
2025-11-12 18:06:00+00:00,4201.3,4201.5,4198.7,4199.2,505
2025-11-12 18:07:00+00:00,4199.3,4202.8,4199.0,4202.7,388
2025-11-12 18:08:00+00:00,4202.7,4203.5,4201.7,4201.8,632
2025-11-12 18:09:00+00:00,4201.9,4203.6,4201.7,4201.7,315
2025-11-12 18:10:00+00:00,4201.9,4205.3,4201.7,4205.3,541
2025-11-12 18:11:00+00:00,4205.3,4207.1,4204.9,4206.4,756
2025-11-12 18:12:00+00:00,4206.4,4207.6,4205.5,4205.7,424
2025-11-12 18:13:00+00:00,4205.5,4207.7,4205.1,4206.9,346
2025-11-12 18:14:00+00:00,4206.9,4207.3,4205.7,4206.4,309
2025-11-12 18:15:00+00:00,4206.6,4206.7,4204.7,4206.2,382
2025-11-12 18:16:00+00:00,4206.1,4207.0,4205.8,4206.0,255
2025-11-12 18:17:00+00:00,4206.2,4206.6,4205.0,4205.6,222
2025-11-12 18:18:00+00:00,4205.5,4206.1,4204.6,4205.9,288
2025-11-12 18:19:00+00:00,4205.8,4206.6,4205.2,4205.3,255
2025-11-12 18:20:00+00:00,4205.6,4208.4,4205.6,4208.3,483
2025-11-12 18:21:00+00:00,4208.1,4208.7,4206.4,4207.1,346
2025-11-12 18:22:00+00:00,4207.1,4207.9,4206.1,4207.9,367
2025-11-12 18:23:00+00:00,4207.8,4209.9,4207.8,4209.6,645
2025-11-12 18:24:00+00:00,4209.8,4211.6,4209.2,4210.7,884
2025-11-12 18:25:00+00:00,4210.8,4213.8,4210.2,4213.3,1061
2025-11-12 18:26:00+00:00,4213.5,4216.1,4212.4,4216.1,1274
2025-11-12 18:27:00+00:00,4216.1,4218.5,4215.8,4217.7,1286
2025-11-12 18:28:00+00:00,4217.5,4217.7,4213.8,4214.0,1228
2025-11-12 18:29:00+00:00,4214.2,4215.2,4212.5,4212.9,924
2025-11-12 18:30:00+00:00,4212.9,4215.6,4212.9,4215.1,788
2025-11-12 18:31:00+00:00,4215.4,4216.1,4214.3,4214.7,388
2025-11-12 18:32:00+00:00,4214.7,4214.9,4213.5,4214.1,239
2025-11-12 18:33:00+00:00,4214.3,4215.5,4214.1,4214.9,202
2025-11-12 18:34:00+00:00,4214.8,4214.9,4212.0,4212.2,448
2025-11-12 18:35:00+00:00,4212.5,4214.5,4212.3,4214.5,240
2025-11-12 18:36:00+00:00,4214.3,4216.0,4214.3,4214.7,367
2025-11-12 18:37:00+00:00,4214.7,4215.4,4214.0,4214.7,145
2025-11-12 18:38:00+00:00,4214.7,4215.4,4213.7,4215.1,231
2025-11-12 18:39:00+00:00,4215.1,4217.0,4214.8,4216.6,399
2025-11-12 18:40:00+00:00,4216.8,4216.9,4214.6,4215.2,333
2025-11-12 18:41:00+00:00,4215.4,4215.7,4214.2,4214.2,215
2025-11-12 18:42:00+00:00,4214.3,4215.2,4214.0,4214.5,173
2025-11-12 18:43:00+00:00,4214.4,4215.5,4214.2,4215.2,105
2025-11-12 18:44:00+00:00,4215.1,4215.5,4214.6,4214.8,121
2025-11-12 18:45:00+00:00,4214.7,4215.8,4214.6,4215.5,228
2025-11-12 18:46:00+00:00,4215.6,4216.2,4215.1,4215.1,191
2025-11-12 18:47:00+00:00,4215.0,4215.2,4214.0,4215.1,224
2025-11-12 18:48:00+00:00,4215.2,4215.5,4214.2,4214.2,67
2025-11-12 18:49:00+00:00,4214.2,4214.5,4212.8,4214.0,344
2025-11-12 18:50:00+00:00,4214.0,4214.4,4212.8,4214.1,292
2025-11-12 18:51:00+00:00,4214.3,4215.5,4213.7,4215.2,173
2025-11-12 18:52:00+00:00,4215.2,4215.5,4214.7,4215.2,116
2025-11-12 18:53:00+00:00,4215.1,4215.5,4214.7,4215.2,110
2025-11-12 18:54:00+00:00,4215.3,4215.5,4214.7,4214.9,138
2025-11-12 18:55:00+00:00,4214.9,4215.8,4214.8,4215.6,178
2025-11-12 18:56:00+00:00,4215.7,4216.9,4215.0,4215.0,389
2025-11-12 18:57:00+00:00,4214.7,4215.3,4213.8,4214.7,245
2025-11-12 18:58:00+00:00,4214.7,4214.9,4213.3,4214.0,193
2025-11-12 18:59:00+00:00,4214.2,4214.3,4213.0,4213.3,170
2025-11-12 19:00:00+00:00,4213.3,4215.1,4213.2,4214.1,191
2025-11-12 19:01:00+00:00,4214.1,4214.6,4213.2,4213.6,210
2025-11-12 19:02:00+00:00,4214.1,4215.2,4213.8,4215.1,139
2025-11-12 19:03:00+00:00,4214.8,4216.2,4214.3,4216.0,239
2025-11-12 19:04:00+00:00,4216.0,4216.5,4214.2,4214.5,125
2025-11-12 19:05:00+00:00,4214.4,4215.2,4213.7,4215.1,151
2025-11-12 19:06:00+00:00,4215.4,4216.0,4213.5,4213.6,103
2025-11-12 19:07:00+00:00,4214.2,4214.3,4212.9,4214.0,229
2025-11-12 19:08:00+00:00,4214.0,4214.0,4210.8,4210.8,501
2025-11-12 19:09:00+00:00,4210.8,4212.7,4210.5,4212.6,351
2025-11-12 19:10:00+00:00,4212.7,4212.8,4208.1,4208.2,695
2025-11-12 19:11:00+00:00,4208.3,4209.2,4205.8,4205.8,708
2025-11-12 19:12:00+00:00,4205.9,4206.2,4201.4,4203.8,1199
2025-11-12 19:13:00+00:00,4204.0,4204.7,4202.6,4204.3,526
2025-11-12 19:14:00+00:00,4204.5,4204.5,4200.0,4201.8,668
2025-11-12 19:15:00+00:00,4202.1,4203.9,4201.7,4203.7,498
2025-11-12 19:16:00+00:00,4203.5,4206.0,4203.1,4206.0,583
2025-11-12 19:17:00+00:00,4206.0,4206.2,4202.8,4204.2,505
2025-11-12 19:18:00+00:00,4204.2,4204.4,4202.2,4202.6,339
2025-11-12 19:19:00+00:00,4202.8,4203.3,4200.3,4200.9,399
2025-11-12 19:20:00+00:00,4200.9,4204.2,4200.9,4202.7,394
2025-11-12 19:21:00+00:00,4202.8,4203.3,4200.2,4201.7,368
2025-11-12 19:22:00+00:00,4201.9,4202.0,4198.0,4199.3,910
2025-11-12 19:23:00+00:00,4199.1,4200.4,4198.0,4199.4,608
2025-11-12 19:24:00+00:00,4199.4,4200.0,4198.0,4199.0,341
2025-11-12 19:25:00+00:00,4199.2,4200.2,4197.6,4198.3,523
2025-11-12 19:26:00+00:00,4198.4,4200.8,4197.8,4200.8,627
2025-11-12 19:27:00+00:00,4200.6,4201.0,4198.8,4200.4,386
2025-11-12 19:28:00+00:00,4200.4,4201.7,4198.6,4198.9,399
2025-11-12 19:29:00+00:00,4199.6,4199.9,4198.3,4199.7,217
2025-11-12 19:30:00+00:00,4199.9,4203.0,4199.9,4202.5,620
2025-11-12 19:31:00+00:00,4202.4,4203.8,4201.9,4203.5,520
2025-11-12 19:32:00+00:00,4203.6,4203.7,4202.2,4202.7,186
